id,title,description,completed,userId
58d8b847-c54f-490d-b7d4-8be9a20be240,Todo 20,"If you spend too much time thinking about a thing, you'll never get it done.",True,e469436a-78c6-49cd-bda6-ed95071dc934
ed711a18-fa59-4e1a-808d-b90ba7a4e51e,Todo 21,The past has no power over the present moment.,True,e469436a-78c6-49cd-bda6-ed95071dc934
48c0a5bf-35c9-4479-bfe9-78999c7d8164,Todo 22,The time is always right to do what is right.,False,e469436a-78c6-49cd-bda6-ed95071dc934
e27d0b6f-c5b2-434f-804c-178af4fb16d6,Todo 23,Write it on your heart that every day is the best day in the year.,True,e469436a-78c6-49cd-bda6-ed95071dc934
40ba5d9e-0a58-4e7a-9c3a-1958a688c154,Todo 24,"Whatever the mind can conceive and believe, it can achieve.",False,e469436a-78c6-49cd-bda6-ed95071dc934
9d25bc7c-aab5-4317-bb39-8b6a5425a605,Todo 25,"Absorb what is useful, discard what is not, add what is uniquely your own.",False,e469436a-78c6-49cd-bda6-ed95071dc934
ff59599c-a674-4b0a-84d4-be5e58c6ced8,Todo 26,You can become famous but you can't become unfamous. You can become infamous but not unfamous.,True,e469436a-78c6-49cd-bda6-ed95071dc934
e926a1bc-fd13-4b82-8559-e1f7e1b5659e,Todo 27,"The purpose of life is not to be happy. It is to be useful, to be honorable, to be compassionate.The best revenge is to be unlike him who performed the injustice.",False,e469436a-78c6-49cd-bda6-ed95071dc934
16ed01f8-4866-4798-9fcb-ae13320bf21d,Todo 28,"The less you open your heart to others, the more your heart suffers.",False,e469436a-78c6-49cd-bda6-ed95071dc934
edb10970-ef7c-4db6-bd10-1283a05af622,Todo 29,"Every time you are tempted to react in the same old way, ask if you want to be a prisoner of the past or a pioneer of the future.",True,e469436a-78c6-49cd-bda6-ed95071dc934
20199657-5918-4ac8-84a4-9949e430ecfb,Todo 30,"Every adversity, every failure, every heartache carries with it the seed of an equal or greater benefit.",True,e469436a-78c6-49cd-bda6-ed95071dc934
71d7344c-c2ed-463d-a8dc-2fe087509a0b,Todo 31,Life will give you whatever experience is most helpful for the evolution of your consciousness.,False,e469436a-78c6-49cd-bda6-ed95071dc934
a2089d5e-0785-45cc-81f8-e6500a6d1560,Todo 32,"Our life is frittered away by detail... simplify, simplify.",False,e469436a-78c6-49cd-bda6-ed95071dc934
3c910a12-46b3-4211-adbe-d990448eddf7,Todo 33,Write it on your heart that every day is the best day in the year.,False,e469436a-78c6-49cd-bda6-ed95071dc934
3401d5a8-d13c-41b4-bf19-2799b6d9b1f6,Todo 34,"Every adversity, every failure, every heartache carries with it the seed of an equal or greater benefit.",True,e469436a-78c6-49cd-bda6-ed95071dc934
acdd78cb-cd57-41d5-935a-22802514ec5a,Todo 35,"Float like a butterfly, sting like a bee.",False,e469436a-78c6-49cd-bda6-ed95071dc934
98a3358c-b8f2-4472-bee1-16a83e1b3959,Todo 36,Sometimes the funniest thing to do is not say anything.,True,e469436a-78c6-49cd-bda6-ed95071dc934
5308c35c-fdaf-4a0f-953b-3ae0216ace95,Todo 37,Our lives begin to end the day we become silent about things that matter.,False,e469436a-78c6-49cd-bda6-ed95071dc934
279a891a-3890-41b4-a40f-bb282580d5f7,Todo 38,Write it on your heart that every day is the best day in the year.,False,e469436a-78c6-49cd-bda6-ed95071dc934
1ee4d09b-7466-4379-89b4-d8df41343874,Todo 39,You can become famous but you can't become unfamous. You can become infamous but not unfamous.,False,e469436a-78c6-49cd-bda6-ed95071dc934
74100ea7-c69e-4fe2-813a-1cb80ed34d00,Todo 40,"The purpose of life is not to be happy. It is to be useful, to be honorable, to be compassionate.The best revenge is to be unlike him who performed the injustice.",False,e469436a-78c6-49cd-bda6-ed95071dc934
08b21ba5-84ad-44ac-bc80-089fc4f7bc59,Todo 41,My wife asked me once if I weren't a comedian what I would do. I couldn't answer the question. I never imagined doing anything else.,True,e469436a-78c6-49cd-bda6-ed95071dc934
660fcd0d-c61a-4120-a765-58b278a719c9,Todo 42,Don’t count the days; make the days count.,False,e469436a-78c6-49cd-bda6-ed95071dc934
d952f3a5-22ea-4802-afb1-565a9c30e1d3,Todo 43,"Every adversity, every failure, every heartache carries with it the seed of an equal or greater benefit.",False,e469436a-78c6-49cd-bda6-ed95071dc934
11b43505-db67-4ba5-b9fc-b92bffe50cf0,Todo 44,What you get by achieving your goals is not as important as what you become by achieving your goals.,False,e469436a-78c6-49cd-bda6-ed95071dc934
33c719e6-a7e7-41df-9eb0-bc2277454bca,Todo 45,Life will give you whatever experience is most helpful for the evolution of your consciousness.,True,e469436a-78c6-49cd-bda6-ed95071dc934
e37b3808-de7e-48c9-8425-e6bc4370404b,Todo 46,"I am the greatest, I said that even before I knew I was.",True,e469436a-78c6-49cd-bda6-ed95071dc934
608ddb2e-b04d-423b-9c92-e034557ea7b5,Todo 47,The only way to have a friend is to be one.,False,e469436a-78c6-49cd-bda6-ed95071dc934
fba4f3ac-668f-469d-8b2e-5bb5fe4ecdae,Todo 48,What you get by achieving your goals is not as important as what you become by achieving your goals.,True,e469436a-78c6-49cd-bda6-ed95071dc934
4fb89c70-3a33-4ddf-babd-ad30a06005cc,Todo 49,"Every adversity, every failure, every heartache carries with it the seed of an equal or greater benefit.",False,e469436a-78c6-49cd-bda6-ed95071dc934
3252831d-8e79-4349-969c-ad3ae8bb4eb4,Todo 50,What you get by achieving your goals is not as important as what you become by achieving your goals.,False,e469436a-78c6-49cd-bda6-ed95071dc934
6225bf20-78ba-4ea7-8dd3-9199957cadf3,Todo 51,"Silence is the great teacher, and to learn its lessons you must pay attention to it.Service to others is the rent you pay for your room here on earth.",True,e469436a-78c6-49cd-bda6-ed95071dc934
d0d96ae0-dee5-4302-9553-021d59ad18e1,Todo 52,Life is the dancer and you are the dance.,False,e469436a-78c6-49cd-bda6-ed95071dc934
359d7f8f-3145-4ccf-8e4d-c5991af6c2ac,Todo 53,Be like water making its way through cracks.,True,e469436a-78c6-49cd-bda6-ed95071dc934
961324bd-25cd-42a5-be55-421341428277,Todo 54,Success usually comes to those who are too busy to be looking for it.,False,e469436a-78c6-49cd-bda6-ed95071dc934
23860894-a5e9-4613-9eb2-53c0416fad88,Todo 55,Impossible is just a big word thrown around by small men.Faith is taking the first step even when you don't see the whole staircase.,False,e469436a-78c6-49cd-bda6-ed95071dc934
ad3e171d-fc75-495c-b499-c74a8cebfac8,Todo 56,I have decided to stick with love. Hate is too great a burden to bear.,False,e469436a-78c6-49cd-bda6-ed95071dc934
2854805a-726f-4310-908f-dd9fd2abcfd6,Todo 57,"In the midst of movement and chaos, keep stillness inside of you.",False,e469436a-78c6-49cd-bda6-ed95071dc934
ec458c6f-a0e4-48d5-86c6-a8b6fd2f984d,Todo 58,"Knowledge will give you power, but character respect.",True,e469436a-78c6-49cd-bda6-ed95071dc934
a567a222-4ccc-4aa7-9f42-4718b08ea4fc,Todo 59,Impossible is just a big word thrown around by small men.Faith is taking the first step even when you don't see the whole staircase.,False,e469436a-78c6-49cd-bda6-ed95071dc934
36ee3f83-0979-457f-8d4a-7950e6401452,Todo 60,You can become famous but you can't become unfamous. You can become infamous but not unfamous.,False,e469436a-78c6-49cd-bda6-ed95071dc934
02050fdc-a12b-420e-95f3-f1de5b1d1378,Todo 61,"You have power over your mind - not outside events. Realize this, and you will find strength.",False,e469436a-78c6-49cd-bda6-ed95071dc934
503fe94e-a1d1-4df7-abbd-14f1f817eb91,Todo 62,Success usually comes to those who are too busy to be looking for it.,True,e469436a-78c6-49cd-bda6-ed95071dc934
14ab80f7-a97b-4c00-8f12-b2743f57e7f8,Todo 63,Impossible is just a big word thrown around by small men.Faith is taking the first step even when you don't see the whole staircase.,False,e469436a-78c6-49cd-bda6-ed95071dc934
e211d517-42c4-41b5-b578-788768bca79f,Todo 64,"When you arise in the morning, think of what a precious privilege it is to be alive.",False,e469436a-78c6-49cd-bda6-ed95071dc934
2d911d07-1f53-42ab-8f77-4e246e9e2192,Todo 65,Impossible is just a big word thrown around by small men.Faith is taking the first step even when you don't see the whole staircase.,True,e469436a-78c6-49cd-bda6-ed95071dc934
39ffe6c2-fe72-4c27-b57e-f750bb2edaee,Todo 66,"In the midst of movement and chaos, keep stillness inside of you.",True,e469436a-78c6-49cd-bda6-ed95071dc934
1b946cc2-5cf7-4744-9931-ab3ce4445a7b,Todo 67,You can become famous but you can't become unfamous. You can become infamous but not unfamous.,False,e469436a-78c6-49cd-bda6-ed95071dc934
ffcb7787-e0e6-4aa8-846f-ce37c08af8b8,Todo 68,Impossible is just a big word thrown around by small men.Faith is taking the first step even when you don't see the whole staircase.,False,e469436a-78c6-49cd-bda6-ed95071dc934
1deab1eb-75b7-42ee-8e70-cbe792af53f4,Todo 69,"Very little is needed to make a happy life; it is all within yourself, in your way of thinking.",True,e469436a-78c6-49cd-bda6-ed95071dc934
583b6811-bb3d-475c-96f5-793043daee55,Todo 70,Life will give you whatever experience is most helpful for the evolution of your consciousness.,True,e469436a-78c6-49cd-bda6-ed95071dc934
c30cde66-8387-4203-ace9-25845326c134,Todo 71,The time is always right to do what is right.,True,e469436a-78c6-49cd-bda6-ed95071dc934
bcac779b-a9ef-4ecf-ba71-30c449c7d758,Todo 72,"Float like a butterfly, sting like a bee.",False,e469436a-78c6-49cd-bda6-ed95071dc934
934af855-8d06-431c-9aa6-5297b8184257,Todo 73,Injustice anywhere is a threat to justice everywhere.,True,e469436a-78c6-49cd-bda6-ed95071dc934
bf2993bd-e0f8-434e-9149-7fc812e523c8,Todo 74,"Silence is the great teacher, and to learn its lessons you must pay attention to it.Service to others is the rent you pay for your room here on earth.",True,e469436a-78c6-49cd-bda6-ed95071dc934
d677f05a-6639-4f24-a5a6-6a8777f2576b,Todo 75,Sometimes letting things go is an act of far greater power than defending or hanging on.,False,e469436a-78c6-49cd-bda6-ed95071dc934
8f766d4b-cf09-4756-bf5b-5631cae73c69,Todo 76,"Whatever relationships you have attracted in your life at this moment, are precisely the ones you need in your life at this moment.",False,e469436a-78c6-49cd-bda6-ed95071dc934
862d8e98-53b9-4acf-8e4f-dfbbb77aa10c,Todo 77,You are the master of your destiny.,True,e469436a-78c6-49cd-bda6-ed95071dc934
e87752a6-719d-467a-a4a0-e105384388e0,Todo 78,The time is always right to do what is right.,True,e469436a-78c6-49cd-bda6-ed95071dc934
ac588b9e-73e1-44e8-80d4-20ae4a9c7a25,Todo 79,"I went to the woods because I wished to live deliberately, to front only the essential facts of life.",True,e469436a-78c6-49cd-bda6-ed95071dc934
b4198c20-b255-4dff-9e99-be02e1d843ff,Todo 80,The only way to have a friend is to be one.,False,e469436a-78c6-49cd-bda6-ed95071dc934
c21ae3b3-b830-4cd3-8327-18da6c93845e,Todo 81,"Mistakes are always forgivable, if one has the courage to admit them.",True,e469436a-78c6-49cd-bda6-ed95071dc934
e47ea0b8-e7a9-4e5b-adf9-d8ca8963fe46,Todo 82,"Think of yourself as dead. You have lived your life. Now take what’s left and live it properly.I fear not the man who has practiced 10,000 kicks once, but I fear the man who has practiced one kick 10,000 times.",True,e469436a-78c6-49cd-bda6-ed95071dc934
b3642591-8376-402e-a27a-00ae93fb3e82,Todo 83,Awareness is the greatest agent for change.,True,e469436a-78c6-49cd-bda6-ed95071dc934
e6c76142-2770-4257-8445-9738764a4b57,Todo 84,"It is literally true that you can succeed best and quickest by helping others to succeed.Do not go where the path may lead, go instead where there is no path and leave a trail.",False,e469436a-78c6-49cd-bda6-ed95071dc934
7addcafc-36c6-497c-b7e0-625ae6952b58,Todo 85,For every minute you are angry you lose sixty seconds of happiness.,False,e469436a-78c6-49cd-bda6-ed95071dc934
1bf23f78-6372-42f3-9504-e6d905bdb934,Todo 86,Be like water making its way through cracks.,True,e469436a-78c6-49cd-bda6-ed95071dc934
d41fad21-bf53-4c10-aab9-f381c1c840b3,Todo 87,The best revenge is to be unlike him who performed the injustice.,True,e469436a-78c6-49cd-bda6-ed95071dc934
12759fc2-7354-498b-9f09-6df9ae837aeb,Todo 88,"Most men lead lives of quiet desperation and go to the grave with the song still in them.The hardest thing to do is to be true to yourself, especially when everybody is watching.",False,e469436a-78c6-49cd-bda6-ed95071dc934
3c6282d1-98c7-42f2-bf5c-f17b0939a061,Todo 89,What you get by achieving your goals is not as important as what you become by achieving your goals.,False,e469436a-78c6-49cd-bda6-ed95071dc934
f1311ba9-0943-4afb-95db-70977984d26c,Todo 90,"It's not what you look at that matters, it's what you see.",False,e469436a-78c6-49cd-bda6-ed95071dc934
84766eab-59b6-4a3f-b8d0-5452b7eb1752,Todo 91,"Realize deeply that the present moment is all you have.Patience, persistence and perspiration make an unbeatable combination for success.",False,e469436a-78c6-49cd-bda6-ed95071dc934
707d5372-dd95-4500-b29c-f6837c6ce78c,Todo 92,Sometimes the funniest thing to do is not say anything.,True,e469436a-78c6-49cd-bda6-ed95071dc934
dc15f02d-b132-4833-8810-dc1953850017,Todo 93,"Accept the things to which fate binds you, and love the people with whom fate brings you together.",True,e469436a-78c6-49cd-bda6-ed95071dc934
301b2cc0-9559-4de2-bc76-09e2f32fa2e2,Todo 94,Sometimes letting things go is an act of far greater power than defending or hanging on.,False,e469436a-78c6-49cd-bda6-ed95071dc934
51fcf19b-edfd-48da-b771-dfea88227cec,Todo 95,"Absorb what is useful, discard what is not, add what is uniquely your own.",False,e469436a-78c6-49cd-bda6-ed95071dc934
ab67aab0-408a-4da1-8e7c-02161b1c6362,Todo 96,"You have power over your mind - not outside events. Realize this, and you will find strength.",True,e469436a-78c6-49cd-bda6-ed95071dc934
054ba11d-ed33-4d68-b5cb-315b52521b81,Todo 97,"Float like a butterfly, sting like a bee.",True,e469436a-78c6-49cd-bda6-ed95071dc934
d1000a33-a941-42e7-ac0d-51b9c7dd5659,Todo 98,He who is not courageous enough to take risks will accomplish nothing in life.,False,e469436a-78c6-49cd-bda6-ed95071dc934
3e6eb19f-076c-4170-ba74-0988ba382667,Todo 99,Life is the dancer and you are the dance.,True,e469436a-78c6-49cd-bda6-ed95071dc934
431dcd62-3912-4914-936e-5c006491f1e3,Todo 100,The time is always right to do what is right.,True,e469436a-78c6-49cd-bda6-ed95071dc934
cc231e3c-cb88-4b23-8091-6ed4a85d910d,Todo 101,Sometimes the funniest thing to do is not say anything.,True,e469436a-78c6-49cd-bda6-ed95071dc934
3c9b0a39-f938-4a81-b2ec-93a7543f7a43,Todo 102,"Whatever relationships you have attracted in your life at this moment, are precisely the ones you need in your life at this moment.",True,e469436a-78c6-49cd-bda6-ed95071dc934
17bc81f5-3af2-4b70-96da-d0625faf49e2,Todo 103,Strength and growth come only through continuous effort and struggle.,False,e469436a-78c6-49cd-bda6-ed95071dc934
cc841a4f-8ddc-4d01-8bde-728147057fa6,Todo 104,It's not bragging if you can back it up.,False,e469436a-78c6-49cd-bda6-ed95071dc934
01b96267-8daa-4e32-839d-aa887984bd80,Todo 105,"If you spend too much time thinking about a thing, you'll never get it done.",True,e469436a-78c6-49cd-bda6-ed95071dc934
e412d871-80d3-461e-9f00-1625315a52f1,Todo 106,Be like water making its way through cracks.,True,e469436a-78c6-49cd-bda6-ed95071dc934
4e057c1b-1b7e-416f-a898-6b93486beead,Todo 107,"Silence is the great teacher, and to learn its lessons you must pay attention to it.Service to others is the rent you pay for your room here on earth.",True,e469436a-78c6-49cd-bda6-ed95071dc934
6d5bceb1-cb09-472d-8035-d23309ee281b,Todo 108,You are the master of your destiny.,False,e469436a-78c6-49cd-bda6-ed95071dc934
ce469cad-e2b5-48f5-a8a0-66788ed9ce36,Todo 109,The time is always right to do what is right.,False,e469436a-78c6-49cd-bda6-ed95071dc934
a17957a4-d241-4b5a-8d85-f11560daf5cc,Todo 110,My wife asked me once if I weren't a comedian what I would do. I couldn't answer the question. I never imagined doing anything else.,False,e469436a-78c6-49cd-bda6-ed95071dc934
34037bff-8c75-40e1-8316-de445cb85de0,Todo 111,You are the master of your destiny.,True,e469436a-78c6-49cd-bda6-ed95071dc934
b0f5061f-f98b-4c2f-86c7-47c9fa7fcd6e,Todo 112,The past has no power over the present moment.,True,e469436a-78c6-49cd-bda6-ed95071dc934
7a38ac11-04ee-4530-a2cb-d586b225679a,Todo 113,"Float like a butterfly, sting like a bee.",False,e469436a-78c6-49cd-bda6-ed95071dc934
5132a5ed-2fab-4096-91e5-bbc0ff5f697e,Todo 114,"I went to the woods because I wished to live deliberately, to front only the essential facts of life.",True,e469436a-78c6-49cd-bda6-ed95071dc934
d8d2638b-bc6f-4b23-be61-816fb34de91e,Todo 115,"Life's most persistent and urgent question is, 'What are you doing for others?'Go confidently in the direction of your dreams! Live the life you've imagined.",False,e469436a-78c6-49cd-bda6-ed95071dc934
d12ddf59-d41e-4926-ba47-6c1498de19f3,Todo 116,"Float like a butterfly, sting like a bee.",True,e469436a-78c6-49cd-bda6-ed95071dc934
f9d9c828-f5e2-4317-aa4f-e975b81fe9f9,Todo 117,Impossible is just a big word thrown around by small men.Faith is taking the first step even when you don't see the whole staircase.,True,e469436a-78c6-49cd-bda6-ed95071dc934
a4559657-8de5-4021-90e2-b9c620fea115,Todo 118,"Float like a butterfly, sting like a bee.",True,e469436a-78c6-49cd-bda6-ed95071dc934
9f3d5923-8d7a-4964-b21e-55ad5306e24b,Todo 119,"Silence is the great teacher, and to learn its lessons you must pay attention to it.Service to others is the rent you pay for your room here on earth.",True,e469436a-78c6-49cd-bda6-ed95071dc934
41bea2cc-3539-451f-8311-d8a251c157b1,Todo 120,To hell with circumstances; I create opportunities.Every great change is preceded by chaos.,True,e469436a-78c6-49cd-bda6-ed95071dc934
ac594560-895a-46f5-8a26-5bf83ce1c97a,Todo 121,"It is literally true that you can succeed best and quickest by helping others to succeed.Do not go where the path may lead, go instead where there is no path and leave a trail.",True,e469436a-78c6-49cd-bda6-ed95071dc934
3fa15a86-22b2-4ec1-a334-6ce09ed0cf3d,Todo 122,Sometimes letting things go is an act of far greater power than defending or hanging on.,True,e469436a-78c6-49cd-bda6-ed95071dc934
fb530318-d051-440b-bf80-21d079158a92,Todo 123,"It's not what you look at that matters, it's what you see.",False,e469436a-78c6-49cd-bda6-ed95071dc934
fd28c9f1-8923-49f3-9a9b-8985156dd4ee,Todo 124,Impossible is just a big word thrown around by small men.Faith is taking the first step even when you don't see the whole staircase.,False,e469436a-78c6-49cd-bda6-ed95071dc934
7df3d98c-7261-4c6d-94a1-484fa55fef64,Todo 125,"The less you open your heart to others, the more your heart suffers.",True,e469436a-78c6-49cd-bda6-ed95071dc934
c8cf3a58-f137-45c1-a2d8-2bc38f78f68e,Todo 126,"I went to the woods because I wished to live deliberately, to front only the essential facts of life.",False,e469436a-78c6-49cd-bda6-ed95071dc934
b6d8b45b-43d8-475a-a584-87dff4ab7424,Todo 127,"Every time you are tempted to react in the same old way, ask if you want to be a prisoner of the past or a pioneer of the future.",False,e469436a-78c6-49cd-bda6-ed95071dc934
3b3b4d74-4d53-47ea-8377-595a4236b759,Todo 128,Sometimes letting things go is an act of far greater power than defending or hanging on.,False,e469436a-78c6-49cd-bda6-ed95071dc934
ebc39372-8855-4cf1-a0ab-0f9e8797fb26,Todo 129,"Our life is frittered away by detail... simplify, simplify.",True,e469436a-78c6-49cd-bda6-ed95071dc934
92d533d8-43dd-4d31-ba0f-3a1894fc82e5,Todo 130,"Absorb what is useful, discard what is not, add what is uniquely your own.",False,e469436a-78c6-49cd-bda6-ed95071dc934
2bb40947-c5bc-46bd-8941-3ff47b832f64,Todo 131,"Very little is needed to make a happy life; it is all within yourself, in your way of thinking.",False,e469436a-78c6-49cd-bda6-ed95071dc934
70156d3c-544c-4926-91e8-74260431c314,Todo 132,"Knowledge will give you power, but character respect.",False,e469436a-78c6-49cd-bda6-ed95071dc934
8f981c08-b5e3-41b8-80de-6c66f991d1a7,Todo 133,"I went to the woods because I wished to live deliberately, to front only the essential facts of life.",True,e469436a-78c6-49cd-bda6-ed95071dc934
9f89bb16-5ae5-4ab7-ab27-e068a8abf466,Todo 134,Darkness cannot drive out darkness; only light can do that. Hate cannot drive out hate; only love can do that.,True,e469436a-78c6-49cd-bda6-ed95071dc934
3b987321-cefa-432d-972a-e7fe60d315ef,Todo 135,Our lives begin to end the day we become silent about things that matter.,True,e469436a-78c6-49cd-bda6-ed95071dc934
d0c9aae9-7e91-441d-94a4-c3441234b3ee,Todo 136,Strength and growth come only through continuous effort and struggle.,True,e469436a-78c6-49cd-bda6-ed95071dc934
c4f469d5-b233-4407-8abd-e5c506e29705,Todo 137,"The purpose of life is not to be happy. It is to be useful, to be honorable, to be compassionate.The best revenge is to be unlike him who performed the injustice.",True,e469436a-78c6-49cd-bda6-ed95071dc934
e4c4bcce-e88a-4c28-8ce6-3c5060faac8e,Todo 138,The only way to have a friend is to be one.,False,e469436a-78c6-49cd-bda6-ed95071dc934
95da8c47-4153-4723-810b-f3e98a8ca5f7,Todo 139,Impossible is just a big word thrown around by small men.Faith is taking the first step even when you don't see the whole staircase.,False,e469436a-78c6-49cd-bda6-ed95071dc934
9a76eb88-0f8a-40e7-b428-d4a2c257e6f7,Todo 140,Sometimes the funniest thing to do is not say anything.,True,e469436a-78c6-49cd-bda6-ed95071dc934
97d8e3ef-ec4c-4390-bb12-d3d61379eaad,Todo 141,Be like water making its way through cracks.,True,e469436a-78c6-49cd-bda6-ed95071dc934
98107e7a-536b-41d8-82c3-8d1789a3f4ae,Todo 142,"Whatever relationships you have attracted in your life at this moment, are precisely the ones you need in your life at this moment.",False,e469436a-78c6-49cd-bda6-ed95071dc934
557607b4-69f1-4aab-8393-62391e64a10a,Todo 143,"In the midst of movement and chaos, keep stillness inside of you.",True,e469436a-78c6-49cd-bda6-ed95071dc934
5f646d5d-a1eb-4eae-a421-96b23d18de53,Todo 144,It's not bragging if you can back it up.,True,e469436a-78c6-49cd-bda6-ed95071dc934
099d6cd4-f7d0-4cf6-a4f1-9c5e70d5c3ee,Todo 145,For every minute you are angry you lose sixty seconds of happiness.,False,e469436a-78c6-49cd-bda6-ed95071dc934
dadd92e9-8cf7-4c9b-bbf1-30e20293b200,Todo 146,Sometimes the funniest thing to do is not say anything.,False,e469436a-78c6-49cd-bda6-ed95071dc934
a7744d90-a451-482c-a2e9-9655a653caa5,Todo 147,"Life's most persistent and urgent question is, 'What are you doing for others?'Go confidently in the direction of your dreams! Live the life you've imagined.",False,e469436a-78c6-49cd-bda6-ed95071dc934
ae268c59-4842-454b-882a-7f130e877cd8,Todo 148,Success usually comes to those who are too busy to be looking for it.,False,e469436a-78c6-49cd-bda6-ed95071dc934
d8b59720-bd38-478a-b721-b91b17fd41c9,Todo 149,"Whatever the mind can conceive and believe, it can achieve.",False,e469436a-78c6-49cd-bda6-ed95071dc934
68516751-bccc-4380-887a-70255ae238ed,Todo 150,The only way to have a friend is to be one.,True,e469436a-78c6-49cd-bda6-ed95071dc934
0271c906-a7b7-45b2-bfad-ffde476113f5,Todo 151,Strength and growth come only through continuous effort and struggle.,False,e469436a-78c6-49cd-bda6-ed95071dc934
30b0d434-13eb-43bd-9a13-a2c063a4a53c,Todo 152,Our lives begin to end the day we become silent about things that matter.,False,e469436a-78c6-49cd-bda6-ed95071dc934
45a2126b-6619-4275-99ee-d0d94e042bcf,Todo 153,You can become famous but you can't become unfamous. You can become infamous but not unfamous.,True,e469436a-78c6-49cd-bda6-ed95071dc934
666696f2-be7f-46c5-83d8-41439f73d709,Todo 154,"In the midst of movement and chaos, keep stillness inside of you.",True,e469436a-78c6-49cd-bda6-ed95071dc934
61b8a896-07e4-4b89-8d0b-6272740e63e0,Todo 155,"Absorb what is useful, discard what is not, add what is uniquely your own.",True,e469436a-78c6-49cd-bda6-ed95071dc934
87265fc9-c338-487a-892f-b13449fa869f,Todo 156,"Accept the things to which fate binds you, and love the people with whom fate brings you together.",False,e469436a-78c6-49cd-bda6-ed95071dc934
9d64819b-e048-4b8b-a32f-f422021be268,Todo 157,Life is the dancer and you are the dance.,False,e469436a-78c6-49cd-bda6-ed95071dc934
eb1f442c-0a31-4f0a-b232-8966b4f94ede,Todo 158,"Silence is the great teacher, and to learn its lessons you must pay attention to it.Service to others is the rent you pay for your room here on earth.",True,e469436a-78c6-49cd-bda6-ed95071dc934
ee09dea5-58aa-4f0e-865a-58daf3a17678,Todo 159,The primary cause of unhappiness is never the situation but your thoughts about it.,True,e469436a-78c6-49cd-bda6-ed95071dc934
777dcd9d-618e-4b66-a989-d32595fcfa0f,Todo 160,To be yourself in a world that is constantly trying to make you something else is the greatest accomplishment.,False,e469436a-78c6-49cd-bda6-ed95071dc934
